user_id,vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed_kwh,charging_duration_hours,charging_rate_kw,charging_cost_usd,time_of_day,day_of_week,state_of_charge_start,state_of_charge_end,distance_driven_since_last_chargekm,temperature_c,vehicle_age_years,charger_type,user_type
User_240,Hyundai Kona,50.0,Station_319,Chicago,2024-01-10 23:00:00,2024-01-11 00:11:00,31.8771901743,1.3839409159,23.4663558449,38.2894461294,Evening,Sunday,68.8236838416,92.8371241204,249.7635288631,38.188672763,6.0,DC Fast Charger,Casual Driver
User_241,Chevy Bolt,50.0,Station_131,San Francisco,2024-01-11 00:00:00,2024-01-11 03:05:00,29.5828404381,3.2038717864,37.1837653955,16.6730713536,Night,Sunday,24.7439412746,80.6043784512,248.9240907783,5.7985721096,5.0,Level 2,Commuter
User_242,Tesla Model 3,100.0,Station_363,New York,2024-01-11 01:00:00,2024-01-11 01:58:00,37.50977748,3.5180613260999998,6.34178129,23.2302688346,Evening,Sunday,31.2043385591,76.0345043772,203.7289660054,30.1288299373,1.0,DC Fast Charger,Casual Driver
User_243,Tesla Model 3,62.0,Station_49,San Francisco,2024-01-11 02:00:00,2024-01-11 05:20:00,7.8497218666,2.556263537,25.6037993318,25.9504490812,Evening,Tuesday,89.8504092739,85.1524197835,26.3628078711,39.5690737425,3.0,DC Fast Charger,Commuter
User_244,Chevy Bolt,100.0,Station_55,New York,2024-01-11 03:00:00,2024-01-11 05:40:00,66.5207644826,0.2066308831,15.0994839133,34.7400781307,Morning,Wednesday,19.5052997812,63.4859202048,123.5700602552,-6.7566936649,3.9692440323,Level 1,Long-Distance Traveler
User_245,Chevy Bolt,100.0,Station_154,Los Angeles,2024-01-11 04:00:00,2024-01-11 06:47:00,42.6914053796,2.0093602691,74.612793662,7.8929271626,Evening,Saturday,82.2173547849,77.0156633854,206.7145921284,27.4086896489,2.0,Level 1,Commuter
User_246,Chevy Bolt,62.0,Station_355,San Francisco,2024-01-11 05:00:00,2024-01-11 08:36:00,29.8406226746,3.4738635759,14.0390993957,9.0622277728,Afternoon,Tuesday,17.2623808284,53.6565119873,195.4737863754,19.1766704358,7.0,Level 2,Commuter
User_247,BMW i3,100.0,Station_200,New York,2024-01-11 06:00:00,2024-01-11 08:51:00,59.7812198765,3.8395448431,28.4617525875,13.5241291073,Afternoon,Tuesday,72.5218520849,69.1858655269,134.3846583328,18.1295924372,6.0,Level 2,Casual Driver
User_248,Tesla Model 3,94.824029152,Station_308,Los Angeles,2024-01-11 07:00:00,2024-01-11 10:53:00,76.3581979165,2.9748362666,10.8946685806,68.9316882891,Afternoon,Saturday,80.6788593868,64.033685513,213.4906079119,36.4675089092,5.0,Level 2,Commuter
User_249,BMW i3,100.0,Station_356,San Francisco,2024-01-11 08:00:00,2024-01-11 11:24:00,60.4101037451,1.7089707006000001,48.7886846561,17.8985315671,Evening,Thursday,77.0068178497,82.5309652201,99.5425833069,12.8704939725,2.0,DC Fast Charger,Casual Driver
User_250,Chevy Bolt,85.0,Station_373,Chicago,2024-01-11 09:00:00,2024-01-11 10:11:00,44.7854890398,3.4306460184,35.390405227,36.9089552497,Night,Friday,20.0830424535,76.2629556873,283.9026933705,10.6490072736,6.0,DC Fast Charger,Commuter
User_251,Tesla Model 3,75.0,Station_118,San Francisco,2024-01-11 10:00:00,2024-01-11 12:03:00,22.2276736522,3.3820778287,25.6037993318,27.52374174,Afternoon,Friday,30.8146536866,57.7075473322,227.5422571157,0.5105196978000001,1.0,DC Fast Charger,Casual Driver
User_252,BMW i3,100.0,Station_263,Houston,2024-01-11 11:00:00,2024-01-11 14:09:00,22.2757124077,2.3128773289,18.2090342981,24.4137483902,Morning,Wednesday,83.6402100907,59.2591719051,114.5406813804,21.749940963,3.0,DC Fast Charger,Long-Distance Traveler
User_253,BMW i3,85.0,Station_46,San Francisco,2024-01-11 12:00:00,2024-01-11 13:01:00,29.0139664553,2.5254327755,43.0098697433,12.2919793772,Evening,Saturday,70.2479743817,92.4981439146,199.6381021195,1.0811829647,3.0,Level 1,Casual Driver
User_254,Chevy Bolt,75.0,Station_302,Houston,2024-01-11 13:00:00,2024-01-11 16:19:00,61.117528737,2.7107557129,28.401578555,20.0409421443,Night,Sunday,28.7158913019,52.9611698586,172.6673987833,-3.1335085807,1.0,Level 2,Long-Distance Traveler
User_255,Tesla Model 3,62.0,Station_356,Los Angeles,2024-01-11 14:00:00,2024-01-11 17:09:00,65.55092159,3.5756254859,12.1633972139,24.2092870585,Night,Sunday,47.9106298675,97.3068458862,153.2209691222,28.6946569489,3.0,Level 1,Casual Driver
User_256,Chevy Bolt,50.0,Station_400,San Francisco,2024-01-11 15:00:00,2024-01-11 15:55:00,76.5797676525,0.6246182928,10.5664509382,36.6939904277,Evening,Wednesday,47.058938859,71.8898624468,33.6275126101,16.4675686377,0.0,Level 1,Long-Distance Traveler
User_257,Tesla Model 3,50.0,Station_408,Los Angeles,2024-01-11 16:00:00,2024-01-11 18:24:00,37.0936017641,0.8530870982000001,23.6192263272,19.5423755938,Evening,Thursday,53.7051118004,53.2956823352,180.14785612,14.7269612107,7.0,DC Fast Charger,Long-Distance Traveler
User_258,Hyundai Kona,100.0,Station_189,Los Angeles,2024-01-11 17:00:00,2024-01-11 19:38:00,56.3579868709,3.2109261462,25.6037993318,35.0708401814,Morning,Wednesday,25.435919395,68.9325735626,233.9139583568,5.8555274306000005,0.0,Level 2,Casual Driver
User_259,Nissan Leaf,85.0,Station_310,New York,2024-01-11 18:00:00,2024-01-11 19:25:00,6.354516482,1.0468543999,4.1099254235,10.0336919338,Evening,Saturday,47.200530577,85.1277493481,40.6631895868,-0.2307267693,5.0,DC Fast Charger,Long-Distance Traveler
User_260,Nissan Leaf,62.0,Station_318,Los Angeles,2024-01-11 19:00:00,2024-01-11 21:31:00,60.5227294924,3.0785284928,14.1634377199,22.6703554541,Evening,Saturday,25.5116731507,64.2138773845,219.1154065224,-8.8233142711,4.0,DC Fast Charger,Commuter
User_261,Nissan Leaf,50.0,Station_129,Los Angeles,2024-01-11 20:00:00,2024-01-11 22:15:00,49.6215116586,3.731488455,28.5495586532,12.8818784879,Night,Monday,43.9098804873,98.3886080965,260.6851657852,11.2574756762,6.0,Level 2,Commuter
User_262,Chevy Bolt,100.0,Station_49,San Francisco,2024-01-11 21:00:00,2024-01-11 23:39:00,54.1260872543,1.2533145624,13.6190521369,31.9361156873,Afternoon,Thursday,69.6347880289,88.9914753092,175.2062101067,-9.824642409500001,7.0,Level 2,Long-Distance Traveler
User_263,Hyundai Kona,45.3802184824,Station_25,San Francisco,2024-01-11 22:00:00,2024-01-11 23:50:00,13.0889948422,3.2392925387,36.4758082051,36.6123677202,Afternoon,Saturday,16.781092818,91.5147824801,233.5717408706,-1.3963983233000001,3.0,Level 1,Long-Distance Traveler
User_264,Tesla Model 3,75.0,Station_266,Chicago,2024-01-11 23:00:00,2024-01-12 02:07:00,7.4242448995,1.9106242113,15.1009867737,36.5443087751,Night,Saturday,61.3642598125,59.9410345425,152.2598669908,22.1849118492,5.0,DC Fast Charger,Long-Distance Traveler
User_265,BMW i3,143.4752097449,Station_118,New York,2024-01-12 00:00:00,2024-01-12 02:29:00,47.0863360004,3.3108310156,5.1308144958,31.2201983288,Evening,Thursday,85.1884767115,76.4026068718,35.0836294662,13.4101548286,7.0,DC Fast Charger,Casual Driver
User_266,Tesla Model 3,100.0,Station_464,Los Angeles,2024-01-12 01:00:00,2024-01-12 04:48:00,42.6914053796,0.5047879453,25.6037993318,23.5995334143,Morning,Sunday,48.5377763211,78.1430933641,269.4965675177,-5.8879228356,6.0,DC Fast Charger,Commuter
User_267,BMW i3,85.0,Station_144,New York,2024-01-12 02:00:00,2024-01-12 03:21:00,56.8213524701,0.8652131466,21.2697047383,15.8328135567,Afternoon,Tuesday,17.4512407236,53.8501746253,263.7448790437,39.802406246,2.0,Level 2,Long-Distance Traveler
User_268,Tesla Model 3,75.0,Station_442,Houston,2024-01-12 03:00:00,2024-01-12 05:00:00,36.5318794007,2.6516508606,5.0928376736,32.2399528162,Evening,Sunday,80.0209286126,75.5259473865,97.725758544,11.3016424722,7.0,DC Fast Charger,Long-Distance Traveler
User_269,Hyundai Kona,100.0,Station_200,Los Angeles,2024-01-12 04:00:00,2024-01-12 06:46:00,58.1510628884,1.9862538995999999,34.9650971385,25.3916038012,Afternoon,Tuesday,17.4609758327,82.1311377474,236.8331846408,35.5893011745,7.0,DC Fast Charger,Casual Driver
User_270,BMW i3,10.1892867671,Station_157,New York,2024-01-12 05:00:00,2024-01-12 05:51:00,63.5942715337,3.3335554478000002,28.5963064627,5.0863976045,Night,Monday,18.2842353708,63.0251225727,149.9569494722,2.7908441671,4.0,DC Fast Charger,Commuter
User_271,Chevy Bolt,85.0,Station_487,Chicago,2024-01-12 06:00:00,2024-01-12 07:03:00,55.4150497674,2.3149311462,30.6439204753,36.425342618,Afternoon,Sunday,88.0708950416,64.808136513,176.9329581266,-8.4280288513,5.0,DC Fast Charger,Long-Distance Traveler
User_272,Tesla Model 3,50.0,Station_348,Chicago,2024-01-12 07:00:00,2024-01-12 09:19:00,12.919879702,3.380834531,9.1370494243,11.4965141747,Night,Saturday,48.0834117555,71.1587425717,188.6018805209,-2.4119193043,4.0,Level 1,Commuter
User_273,Tesla Model 3,75.0,Station_134,Los Angeles,2024-01-12 08:00:00,2024-01-12 09:18:00,70.2447171798,3.3727385721,31.8818222735,18.527820191,Night,Thursday,72.549295069,91.9017800924,34.522411419,7.1364856217,4.0,Level 2,Casual Driver
User_274,BMW i3,50.0,Station_400,Houston,2024-01-12 09:00:00,2024-01-12 11:38:00,47.9040979386,1.1612377339,22.061905572,35.0417534777,Night,Thursday,48.9753420231,75.4904040424,32.2376167962,-2.9961978149,5.0,Level 1,Commuter
User_275,Chevy Bolt,62.0,Station_148,Chicago,2024-01-12 10:00:00,2024-01-12 11:42:00,59.1482721349,3.8789004094,14.8801531914,32.0747881318,Morning,Tuesday,40.0038935715,57.3482920504,152.2598669908,-1.8640655345,3.0,Level 2,Long-Distance Traveler
User_276,Chevy Bolt,75.0,Station_336,Chicago,2024-01-12 11:00:00,2024-01-12 12:53:00,6.4626985708,3.4652565872,5.335241683,37.4591286505,Evening,Sunday,88.2210230771,91.9433182882,152.2598669908,38.4118342985,4.0,DC Fast Charger,Long-Distance Traveler
User_277,Hyundai Kona,100.0,Station_71,Houston,2024-01-12 12:00:00,2024-01-12 13:22:00,79.002259706,3.8931548715,26.977422864,11.2875043811,Night,Friday,22.5337515667,93.2978300972,39.7460072287,7.6843568082,3.0,Level 2,Commuter
User_278,Chevy Bolt,78.3837353571,Station_233,New York,2024-01-12 13:00:00,2024-01-12 15:09:00,19.9168777204,2.8051787814,32.2117309885,10.471010942,Night,Friday,43.9099794748,80.0585464303,205.643988747,10.3848426275,7.0,Level 1,Casual Driver
User_279,Chevy Bolt,62.0,Station_334,Chicago,2024-01-12 14:00:00,2024-01-12 16:33:00,73.2295128451,3.5163531165,23.6181238452,16.9710859133,Afternoon,Saturday,14.0781410775,60.6887755468,152.2598669908,35.8335954569,5.0,DC Fast Charger,Casual Driver
User_280,Chevy Bolt,75.0,Station_299,San Francisco,2024-01-12 15:00:00,2024-01-12 18:17:00,15.0589717032,3.2169858241,14.7678907587,15.6701416772,Evening,Tuesday,49.8681208682,82.1796427424,68.5231839469,28.0565776789,1.0,Level 1,Casual Driver
User_281,Nissan Leaf,62.0,Station_154,Chicago,2024-01-12 16:00:00,2024-01-12 17:14:00,12.1325578039,2.674690075,40.1969003384,34.8690952763,Morning,Saturday,32.0719053537,77.4919560575,92.1158672427,25.2035017284,7.0,Level 1,Casual Driver
User_282,Hyundai Kona,100.0,Station_90,New York,2024-01-12 17:00:00,2024-01-12 20:45:00,30.5330810075,2.3000050341,19.0210887457,35.1572818174,Morning,Wednesday,52.9105028622,67.2187408203,132.6046017613,2.3311151643,6.0,Level 1,Long-Distance Traveler
User_283,Tesla Model 3,50.0,Station_334,New York,2024-01-12 18:00:00,2024-01-12 20:46:00,20.3535460696,2.4246793549,11.1619352889,26.1654141872,Afternoon,Thursday,109.265794326,82.3338344497,116.1840820984,2.7703220167,1.0,Level 2,Commuter
User_284,BMW i3,50.0,Station_199,Los Angeles,2024-01-12 19:00:00,2024-01-12 21:14:00,6.4794309847000005,2.1335036284,25.6037993318,37.2085906003,Morning,Sunday,52.6162645641,83.3537454411,77.7979700563,26.6169776018,0.0,Level 1,Long-Distance Traveler
User_285,Tesla Model 3,100.0,Station_161,San Francisco,2024-01-12 20:00:00,2024-01-12 22:59:00,14.0188239928,1.8272416718,6.2910135879,25.5435452304,Afternoon,Sunday,58.9961158766,90.8135198716,22.540477244,33.2819560309,7.5153086904,Level 2,Commuter
User_286,Hyundai Kona,85.0,Station_26,New York,2024-01-12 21:00:00,2024-01-12 23:55:00,61.8301208377,1.3995197522,49.1596856823,8.0217841378,Evening,Saturday,36.8468968151,92.6795128472,80.997320706,-2.341554226,0.0,Level 1,Commuter
User_287,BMW i3,75.0,Station_121,Houston,2024-01-12 22:00:00,2024-01-13 01:53:00,51.6216909338,1.3035555811,43.1613873736,28.151646374,Afternoon,Monday,22.78747904,58.6624943862,185.9521521123,7.9369647008,7.0,Level 1,Casual Driver
User_288,Hyundai Kona,100.0,Station_301,San Francisco,2024-01-12 23:00:00,2024-01-13 01:15:00,13.3190173156,0.8912958968,21.6301065359,9.9697272076,Afternoon,Sunday,81.55932359,177.7086664734,87.3041565422,38.7714380833,7.0,Level 2,Casual Driver
User_289,Chevy Bolt,85.0,Station_212,San Francisco,2024-01-13 00:00:00,2024-01-13 01:12:00,37.6423038507,2.6670149762,19.5963603592,27.8982248866,Night,Friday,34.9287532239,79.4591496306,152.2598669908,-9.6799289071,0.0,Level 2,Commuter
User_290,BMW i3,75.0,Station_63,Houston,2024-01-13 01:00:00,2024-01-13 04:16:00,70.6204554202,0.637026905,18.3355474579,14.7382117932,Morning,Saturday,25.7234716429,99.5858145954,188.463791559,-4.8429968552,2.0,Level 1,Commuter
User_291,Chevy Bolt,75.0,Station_451,Chicago,2024-01-13 02:00:00,2024-01-13 05:50:00,74.4910835563,2.8590804804000003,32.949711655,31.6542785441,Evening,Wednesday,55.6620014373,52.5716222019,160.6786185433,26.3075044716,5.0,Level 1,Commuter
User_292,Tesla Model 3,75.0,Station_436,Houston,2024-01-13 03:00:00,2024-01-13 05:43:00,32.5248610451,2.2874965043,31.5531561688,10.0360231024,Evening,Thursday,23.4257675298,83.742620736,294.0582587569,25.9266770146,2.0,DC Fast Charger,Long-Distance Traveler
User_293,Tesla Model 3,100.0,Station_68,Houston,2024-01-13 04:00:00,2024-01-13 05:17:00,78.3990561003,0.5318848036,29.7531587145,34.3011099621,Night,Sunday,49.6602102928,83.2462625323,119.7886479085,-9.2960453906,1.0,Level 1,Commuter
User_294,BMW i3,50.0,Station_253,Chicago,2024-01-13 05:00:00,2024-01-13 07:35:00,65.3228534717,1.2923823851,41.8771541509,17.8405097269,Afternoon,Wednesday,54.2956068854,87.5485399502,32.1459563349,-9.3953652597,3.0,Level 1,Long-Distance Traveler
User_295,BMW i3,62.0,Station_410,Chicago,2024-01-13 06:00:00,2024-01-13 06:36:00,30.6399201322,1.6293384813,46.8485879656,36.9562123329,Evening,Saturday,62.1790355493,53.7424425243,151.5112088854,21.0803298794,3.0,DC Fast Charger,Commuter
User_296,Hyundai Kona,85.0,Station_459,Chicago,2024-01-13 07:00:00,2024-01-13 10:57:00,78.1587893101,1.5481334953,7.3470290404,15.0641717288,Evening,Thursday,78.1787853139,80.7824949145,114.7663151805,20.8310001307,4.0,Level 1,Casual Driver
User_297,Hyundai Kona,75.0,Station_2,Chicago,2024-01-13 08:00:00,2024-01-13 11:46:00,5.3378360735,1.347310332,29.1544817129,39.5882610449,Afternoon,Thursday,16.3556544239,88.0437026039,67.7173368356,29.2490865999,0.2884081107,Level 1,Commuter
User_298,Chevy Bolt,75.0,Station_398,Chicago,2024-01-13 09:00:00,2024-01-13 09:45:00,29.3188155389,2.0626726769,36.7642697623,26.7407433696,Afternoon,Tuesday,54.7531808095,80.7652714564,200.5248368178,6.3255636514999996,0.0,Level 2,Commuter
User_299,BMW i3,75.0,Station_108,Houston,2024-01-13 10:00:00,2024-01-13 12:38:00,23.9939612724,3.2695421102,32.9339705599,20.6506738724,Evening,Tuesday,87.8522634516,75.3639882275,205.170241689,5.9180206572,5.0,Level 2,Long-Distance Traveler
User_300,Tesla Model 3,100.0,Station_286,Los Angeles,2024-01-13 11:00:00,2024-01-13 13:24:00,5.6995199545,1.0866768976,40.4826289614,16.5842448833,Afternoon,Monday,54.5447553689,81.0301338797,221.5835528882,32.6344901453,3.0,Level 2,Commuter
User_301,Hyundai Kona,65.0470989059,Station_49,Los Angeles,2024-01-13 12:00:00,2024-01-13 13:06:00,54.5290128651,0.6431048412,41.494238016,9.7678145958,Morning,Monday,73.3617114544,73.1428389108,250.3699282257,31.2473353936,0.0,Level 1,Long-Distance Traveler
User_302,Hyundai Kona,50.0,Station_140,New York,2024-01-13 13:00:00,2024-01-13 16:14:00,56.3246487841,3.3544328891,14.2459862383,31.3422489872,Evening,Sunday,63.932753776,87.6991705113,174.1389421378,-6.2565019314,7.0,Level 2,Long-Distance Traveler
User_303,Tesla Model 3,75.0,Station_218,Los Angeles,2024-01-13 14:00:00,2024-01-13 16:34:00,42.6914053796,2.762507023,15.2929605897,26.5751873052,Afternoon,Wednesday,75.3226478854,89.8716410827,197.6678335443,21.1394723752,6.0,Level 1,Casual Driver
User_304,Hyundai Kona,75.0,Station_44,Los Angeles,2024-01-13 15:00:00,2024-01-13 16:50:00,65.2254522844,2.7599862066,18.069592333,29.4358943884,Evening,Tuesday,45.5068659842,83.4075216058,206.9879012631,4.0688530356,0.0,DC Fast Charger,Casual Driver
User_305,Chevy Bolt,100.0,Station_417,Houston,2024-01-13 16:00:00,2024-01-13 19:41:00,23.5403839198,2.5925972773,3.5081614874,23.220087806,Evening,Thursday,17.1706142488,39.3192016705,192.8568913173,14.5386493161,4.0,Level 2,Casual Driver
User_306,BMW i3,75.0,Station_269,Chicago,2024-01-13 17:00:00,2024-01-13 18:31:00,18.5497024177,1.8288785408,13.8552715454,16.4837996387,Night,Tuesday,37.8710008892,66.1650437502,46.2236918562,26.6948882574,7.0,DC Fast Charger,Casual Driver
User_307,Tesla Model 3,33.377023571,Station_78,Chicago,2024-01-13 18:00:00,2024-01-13 19:41:00,20.7631876425,2.6865649816,23.9928495721,30.6919986516,Morning,Thursday,27.400426695,55.2340052019,155.2169255877,8.3168221206,2.0,Level 1,Long-Distance Traveler
User_308,BMW i3,85.0,Station_216,Houston,2024-01-13 19:00:00,2024-01-13 22:38:00,46.4547811537,3.9365705372,42.8384827985,5.0640481502,Morning,Tuesday,12.7930891683,70.717972565,3.8245274274,26.5117674737,1.7554439349000002,Level 1,Commuter
User_309,Hyundai Kona,85.0,Station_382,Los Angeles,2024-01-13 20:00:00,2024-01-13 22:34:00,49.7493418998,2.0082219752,33.7023412048,18.5859818331,Night,Thursday,62.6379660212,87.470101593,177.2698114282,31.4642247873,0.0,DC Fast Charger,Long-Distance Traveler
User_310,Hyundai Kona,100.0,Station_98,Houston,2024-01-13 21:00:00,2024-01-14 00:10:00,66.1749155611,1.590891399,4.0960525062,37.0550209646,Night,Wednesday,57.5185575105,59.2183442086,19.8425506198,12.6290017451,2.0,DC Fast Charger,Casual Driver
User_311,Tesla Model 3,85.0,Station_236,New York,2024-01-13 22:00:00,2024-01-13 23:35:00,42.6914053796,2.1398831583,12.428454608300001,30.3455632222,Evening,Tuesday,11.3094211232,61.8968340861,50.0701077263,22.7721562617,1.0,DC Fast Charger,Commuter
User_312,Chevy Bolt,59.7941392524,Station_282,Chicago,2024-01-13 23:00:00,2024-01-13 23:59:00,49.8382389389,1.6478234890999999,20.8700077676,12.2450600747,Morning,Friday,41.3776182882,62.0333114851,40.8436548767,-4.8437997569,5.6853668886,DC Fast Charger,Long-Distance Traveler
User_313,Nissan Leaf,75.0,Station_149,San Francisco,2024-01-14 00:00:00,2024-01-14 00:49:00,50.6598470135,0.5600308824,41.8842315788,34.0238372032,Night,Friday,79.256608442,76.3385641658,206.66803143,14.0600787412,2.0,Level 2,Commuter
User_314,Tesla Model 3,62.0,Station_412,New York,2024-01-14 01:00:00,2024-01-14 04:37:00,6.8854794317,3.5002011701,29.4466426425,13.151438218,Afternoon,Thursday,62.9950197389,70.5874764506,270.3822387599,4.0579937367,7.0,DC Fast Charger,Long-Distance Traveler
User_315,Nissan Leaf,75.0,Station_304,New York,2024-01-14 02:00:00,2024-01-14 03:51:00,64.7636132579,0.5433591267,31.4540580036,9.001401096,Evening,Wednesday,68.6821112751,63.1400438644,213.7308147646,-5.4319694443,1.0,Level 2,Commuter
User_316,Nissan Leaf,50.0,Station_484,Houston,2024-01-14 03:00:00,2024-01-14 05:16:00,55.4209122106,3.6744100257,39.0803868491,11.6780209871,Morning,Thursday,74.6116902397,62.0599172836,204.6713676193,-9.3661791221,1.0,DC Fast Charger,Commuter
User_317,Chevy Bolt,85.0,Station_424,Los Angeles,2024-01-14 04:00:00,2024-01-14 07:51:00,37.7716145813,4.6157822393,4.0346557165,32.3563517231,Evening,Wednesday,52.132449293,93.2118084966,96.8419808158,1.7308596215,7.0,DC Fast Charger,Casual Driver
User_318,Nissan Leaf,75.0,Station_66,Chicago,2024-01-14 05:00:00,2024-01-14 08:01:00,44.0655527476,0.7388318909,18.136176918,37.8104185146,Evening,Monday,43.3631967175,72.8551496321,261.5059888734,21.1235058176,6.0,Level 2,Casual Driver
User_319,Nissan Leaf,50.0,Station_234,San Francisco,2024-01-14 06:00:00,2024-01-14 08:41:00,76.7099642257,2.7181043268,37.7349430098,9.4208474318,Afternoon,Tuesday,57.4182383392,53.7157956918,189.8979546984,20.606106285,2.0,Level 1,Commuter
User_320,Chevy Bolt,75.0,Station_457,New York,2024-01-14 07:00:00,2024-01-14 08:06:00,6.5210236171,0.9500538453,34.4534148248,9.8350101345,Afternoon,Wednesday,80.4738639271,52.865652326,86.1229463664,1.2157737487,7.0,Level 1,Commuter
User_321,Nissan Leaf,85.0,Station_87,San Francisco,2024-01-14 08:00:00,2024-01-14 10:41:00,23.0196938374,2.9097072696,23.6800398302,20.8610910139,Night,Thursday,78.1017909522,68.3540186796,89.4204786961,12.0162699074,3.0,Level 1,Casual Driver
User_322,Nissan Leaf,100.0,Station_79,Los Angeles,2024-01-14 09:00:00,2024-01-14 10:46:00,62.3191755518,2.9247352725,22.4163059565,7.1624520480000005,Afternoon,Sunday,21.8198862731,61.2910677267,22.6194885195,11.1264628489,6.0,Level 1,Long-Distance Traveler
User_323,Nissan Leaf,62.0,Station_205,Los Angeles,2024-01-14 10:00:00,2024-01-14 11:58:00,64.5224310692,1.72499133,39.2470745705,38.1789347941,Morning,Sunday,31.4889311928,66.3049850295,75.8316664536,0.3972598064,6.0,Level 2,Commuter
User_324,Tesla Model 3,100.0,Station_279,San Francisco,2024-01-14 11:00:00,2024-01-14 14:54:00,52.9967288836,3.5264988701,38.3692551388,6.452202177,Night,Monday,10.9509127078,69.3023883279,27.9309091805,14.17776327,6.0,Level 1,Long-Distance Traveler
User_325,Tesla Model 3,75.0,Station_337,Chicago,2024-01-14 12:00:00,2024-01-14 14:55:00,74.7393875375,0.0953144165,44.0504845591,27.7429869408,Morning,Sunday,27.6228934197,61.3251827722,56.3252273928,9.990199637,3.1760619265,Level 2,Casual Driver
User_326,Tesla Model 3,62.0,Station_254,Los Angeles,2024-01-14 13:00:00,2024-01-14 14:57:00,17.8905276904,3.7065221876,3.6602456856,25.2227009236,Morning,Thursday,32.1488745237,113.2110654125,152.2598669908,-4.3061898085,5.0,Level 2,Commuter
User_327,Chevy Bolt,100.0,Station_304,San Francisco,2024-01-14 14:00:00,2024-01-14 17:43:00,18.848843442,2.4147142518,47.4479650933,7.3213963968,Night,Friday,84.3076780701,62.7955048211,237.0512986253,-2.876962687,1.0,Level 2,Long-Distance Traveler
User_328,Hyundai Kona,100.0,Station_380,New York,2024-01-14 15:00:00,2024-01-14 18:25:00,58.3761544516,1.8775223705,4.6696670368,33.8568093189,Afternoon,Friday,15.359167401,56.5802774734,96.8630481559,16.9720167943,3.0,Level 2,Casual Driver
User_329,Nissan Leaf,62.0,Station_130,San Francisco,2024-01-14 16:00:00,2024-01-14 17:02:00,57.8194305877,2.1704717139,25.6037993318,31.9207848743,Evening,Tuesday,66.5543308151,77.7247378077,222.6692510849,34.0447901706,1.0,Level 2,Commuter
User_330,Nissan Leaf,85.0,Station_84,San Francisco,2024-01-14 17:00:00,2024-01-14 18:27:00,13.3246110441,1.3820198492,24.7428475095,12.3882365082,Afternoon,Saturday,52.7862462592,92.8685719935,283.9904923578,35.7048638647,4.0,DC Fast Charger,Long-Distance Traveler
User_331,Chevy Bolt,85.0,Station_276,Houston,2024-01-14 18:00:00,2024-01-14 21:50:00,14.5034551426,2.2408340054,37.6599248801,11.9108313689,Morning,Tuesday,51.1421459634,99.9866042148,168.0448614464,12.2473989136,3.0,Level 2,Commuter
User_332,Nissan Leaf,85.0,Station_187,Los Angeles,2024-01-14 19:00:00,2024-01-14 19:57:00,26.3446845902,1.9720670095,19.9515133243,17.6502185294,Morning,Sunday,11.8555312341,57.0854054767,216.4715538929,-2.0587759599,3.0,Level 1,Long-Distance Traveler
User_333,Tesla Model 3,6.1688958443,Station_46,Chicago,2024-01-14 20:00:00,2024-01-14 21:04:00,50.5969513124,3.473172824,9.8600276476,27.9865438515,Night,Monday,29.9422293093,73.7587986463,211.6346842028,33.2343013189,2.0,Level 2,Long-Distance Traveler
User_334,Hyundai Kona,75.0,Station_387,Chicago,2024-01-14 21:00:00,2024-01-14 23:34:00,42.6914053796,1.0786355189,11.0501689405,17.5856350872,Morning,Sunday,71.3030510072,95.3114468576,56.5447444677,19.3742926432,7.0,Level 1,Commuter
User_335,BMW i3,62.0,Station_183,Houston,2024-01-14 22:00:00,2024-01-15 00:47:00,103.8126055915,3.5254454687,16.5913826696,17.6692282273,Night,Friday,52.7967932747,89.3517921098,99.9410054242,8.3301583556,3.1001692353,Level 2,Casual Driver
User_336,Nissan Leaf,62.0,Station_268,Chicago,2024-01-14 23:00:00,2024-01-15 00:34:00,70.3988822184,0.5515336215000001,20.7509012534,20.1583076582,Night,Wednesday,84.3627667668,62.1476000086,240.3347991885,-7.8808846456,7.0,Level 1,Commuter
User_337,Tesla Model 3,45.6265320346,Station_296,San Francisco,2024-01-15 00:00:00,2024-01-15 01:11:00,77.1727237381,1.4091282764,17.5730256169,11.7604986144,Afternoon,Friday,19.9469258752,95.0967212523,152.2598669908,3.498381006,4.0,Level 2,Casual Driver
User_338,BMW i3,62.0,Station_322,Houston,2024-01-15 01:00:00,2024-01-15 02:54:00,62.1928334594,0.5552103642,20.4525123109,19.4769946338,Morning,Saturday,24.3852455985,88.8297294803,277.7232644606,14.2762513405,4.0,DC Fast Charger,Long-Distance Traveler
User_339,Hyundai Kona,62.0,Station_100,New York,2024-01-15 02:00:00,2024-01-15 04:46:00,71.9114687652,2.8865553022,10.5528010353,21.3323427384,Afternoon,Tuesday,86.48761305,70.8980074534,140.0975710171,-4.7644889948,7.0,Level 1,Long-Distance Traveler
User_340,BMW i3,62.0,Station_78,Los Angeles,2024-01-15 03:00:00,2024-01-15 06:37:00,79.9780728366,0.9198467271,25.6037993318,27.8579477698,Evening,Thursday,88.1942695266,62.3065555859,295.8244836623,6.2478413925,7.5455862325,Level 1,Long-Distance Traveler
